pca0,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,pca26,pca27,pca28,pca29,pca30,pca31,pca32,pca33,pca34,pca35,pca36,pca37,pca38,pca39,pca40,pca41,pca42,pca43,pca44,pca45,pca46,pca47,pca48,pca49,pca50,pca51,pca52,pca53,pca54,pca55,pca56,pca57,pca58,pca59,pca60,pca61,pca62,pca63,pca64,pca65,pca66,pca67,pca68,pca69,pca70,pca71,pca72,pca73,pca74,pca75,pca76,pca77,pca78,pca79,pca80,pca81,pca82,pca83,pca84,pca85,pca86,pca87,pca88,pca89,pca90,pca91,pca92,pca93,pca94,pca95,pca96,pca97,pca98,pca99,pca100,pca101,pca102,pca103,pca104,pca105,pca106,pca107,pca108,pca109,pca110,pca111,pca112,pca113,pca114,pca115,pca116,pca117,pca118,pca119,pca120,pca121,pca122,pca123,pca124,pca125,pca126,pca127
1.198466,0.283517,0.053359,0.023854,-0.123871,0.537593,-0.101223,-0.024688,-0.020274,0.128886,0.239934,-0.08184,0.01846,0.098692,0.28038,0.10967,0.124091,-0.136454,0.023467,0.007079,-0.159912,-0.095604,-0.153054,0.094935,-0.048047,0.065062,-0.018164,0.082261,0.106994,0.099742,-0.102336,0.075781,0.031468,-0.018652,0.064757,0.023415,0.008094,-0.001738,0.00473,0.021781,0.045336,-0.027999,-0.002026,-0.030515,-0.027919,-0.051075,-0.007743,0.007869,0.047988,-0.015897,-0.015675,-0.056923,0.04016,-0.016624,-0.020417,-0.0386,-0.051877,-0.008977,0.023318,0.003143,-0.029851,0.027267,0.023717,-0.015232,0.01909,0.006726,-0.00837,-0.015422,0.054792,-0.040226,-0.008228,-0.011848,0.002909,-0.0059,0.038074,-0.02765,0.007106,0.021423,0.030355,-0.00378,0.013519,-0.020069,0.00537,0.003047,0.001847,-0.003043,0.006162,-0.014351,-0.011415,0.000302,-0.00461,0.002193,-0.00342,-0.005101,0.008889,-0.011357,-0.015173,-0.007025,0.001042,-0.008853,0.010119,0.001124,0.007522,0.004015,0.00651,-0.00289,0.001938,-0.006065,0.010774,0.010732,0.003688,-0.008211,0.011326,-0.010916,0.00035,-0.005648,0.024142,-0.003981,0.007248,0.008969,-0.007098,0.014851,-0.006341,-0.004577,0.001355,-0.000556,0.008067,-0.020535
0.140821,0.489801,-0.270164,-0.222085,-0.205985,-0.608913,-0.209573,-0.221848,-0.226626,-0.367806,-0.274951,-0.202879,0.052633,-0.145712,0.058655,-0.180901,0.089667,0.158358,0.144658,0.086215,0.03052,-0.006723,0.076688,-0.031157,0.043112,0.057611,0.058091,-0.230735,0.023085,0.024928,-0.012378,-0.032976,-0.006612,-0.002874,0.062606,0.069276,-0.01806,0.067834,-0.0132,-0.032723,-0.056567,0.029332,-0.008364,-0.038967,-0.004248,-0.080031,-0.000333,-0.040196,0.018901,-0.025309,0.026894,0.061094,-0.00244,-0.003599,0.017094,0.006612,0.032826,0.001052,-0.0061,0.047095,0.011002,-0.023804,0.009122,0.006595,-0.018434,-0.055933,0.027469,-0.018889,0.005219,-0.0408,0.009525,0.007302,-0.005056,-0.018319,-0.013747,-0.005927,-0.011518,-0.043676,-0.004304,0.002458,0.004078,0.016337,-0.005985,-0.011797,-0.007786,0.002123,0.038341,-0.00677,0.010506,-0.013297,0.017186,-0.015838,0.012021,0.005442,0.035653,0.000318,-0.011602,-0.014479,-0.005799,0.023494,0.037598,0.015149,-0.005054,0.011354,-0.001439,-0.008417,-0.01656,-0.012368,0.005653,-0.017448,-0.002936,-0.038911,0.007753,-0.013362,-0.00279,-0.004498,0.002005,0.016013,0.001731,-0.020416,-0.018481,-0.004245,0.021398,0.022036,-0.01278,-0.014466,-0.010663,0.004577
1.294933,-0.571314,0.137776,0.306344,-0.07624,-0.698685,-0.261503,0.915394,-0.000534,0.063737,0.1349,-0.392485,-0.141115,-0.271348,-0.154519,0.042001,-0.301445,-0.013331,0.123856,0.072165,0.104856,-0.0783,0.106862,0.098863,-0.045957,0.048607,-0.06668,-0.244236,-0.001402,-0.05995,0.108773,0.086348,-0.074793,-0.043695,-0.001949,-0.035716,-0.043553,0.019663,-0.053213,-0.007647,-0.015676,0.073338,0.059248,-0.029571,-0.078371,-0.063919,-0.000938,0.036371,-0.028318,-0.047449,-0.023951,-0.044355,0.00364,0.064916,-0.048057,0.02895,-0.080863,0.016475,-0.016368,0.013031,0.006516,-0.015903,-0.015676,-0.017822,0.011824,-0.01429,0.01818,0.016454,-0.001571,0.017899,0.045658,-0.017343,-0.010778,-0.032423,0.012114,0.006341,-0.014089,0.011356,0.006952,0.010792,0.031019,0.002277,-0.007579,-0.000976,0.028629,0.002357,-0.009984,-0.000103,0.038155,0.003307,-0.025142,0.009512,0.002715,-0.008263,-0.016521,-0.02593,0.018265,0.022645,0.009002,-0.02404,0.002335,-0.008277,0.007255,0.00887,-0.006899,0.0252,-0.009789,0.015122,-0.008702,-0.004252,-0.025951,0.002201,-0.010463,-0.004355,0.000232,0.00318,0.011417,0.007028,0.000327,0.007934,-0.009228,-0.000589,-0.001225,0.002865,-0.020039,-0.014986,-0.013685,0.003813
-0.111521,-0.082389,0.565675,0.117412,-0.110035,-0.297279,-0.071727,-0.216846,-0.283749,-0.076181,0.057426,-0.077785,-0.132578,-0.257867,-0.117231,0.141037,-0.152361,0.318372,0.072014,0.011341,-0.095486,0.092097,0.039624,-0.133657,0.088471,0.003279,-0.048313,-0.002984,-0.09068,-0.042082,-0.068573,-0.091527,-0.048314,-0.09246,-0.046344,-0.037114,-0.01376,0.106652,-0.053874,-0.008116,0.014538,-0.065676,-0.011864,-0.002366,0.054381,0.032761,0.010223,0.021167,-0.000258,-0.021287,0.064129,0.004672,0.013482,0.038878,0.04878,0.009716,0.036834,0.009366,-0.003027,0.005388,-0.021089,0.007842,0.006181,0.037492,-0.049306,0.024384,-0.021613,0.004093,-0.013804,0.007783,0.027012,0.035453,0.014329,-0.019723,-0.01267,-0.031246,0.003918,-0.025509,0.005476,0.006952,-0.004083,0.007892,0.024134,0.002222,0.012879,0.010408,0.005895,-0.008784,-0.004329,-0.009318,0.001311,0.001935,-0.00324,0.022523,0.003442,0.006167,-0.017035,0.002743,-0.008595,-0.01015,0.010021,-0.004044,-0.008938,-0.018448,0.003814,-0.010239,0.001165,-0.002483,-0.006173,0.006956,0.016159,-0.006692,0.027042,-0.014348,0.016374,-0.003149,0.001356,-0.006063,0.002315,-0.008531,-0.007806,0.002277,-0.003881,-0.002395,0.005876,0.001836,-0.007328,0.010442
-0.043335,0.051497,0.072289,-0.008645,-0.162504,-0.299088,-0.268444,0.314251,-0.129013,-0.0234,0.035843,-0.136166,-0.13459,0.103023,0.329352,-0.09785,-0.188155,0.104638,0.003835,0.137797,0.008055,0.05527,0.020084,-0.043344,0.016069,-0.049613,0.000366,0.004302,0.032125,0.019222,0.013532,-0.083076,0.010648,0.006176,0.084954,-0.008213,0.011072,-0.00732,-0.066812,0.030968,0.005133,-0.006975,-0.077246,0.01457,-0.000673,0.020375,0.011629,-0.03452,-0.018287,0.03738,0.030116,0.047564,0.024406,0.034896,-0.002123,0.005408,-0.016259,-0.037315,-0.003657,0.002534,-0.037479,0.009718,0.001717,0.029648,-0.006578,0.00497,0.018133,0.005026,0.010905,-0.01336,-0.00133,-0.023923,-0.011326,-0.008053,-0.018048,0.004783,-0.010211,0.013924,0.02081,-0.027904,-0.006906,-0.006803,0.007611,0.002689,0.010177,0.021745,0.008987,0.019075,-0.02739,0.010735,-0.008834,0.027743,-0.012343,-0.025639,-0.001375,-0.003374,-0.025318,0.002252,0.004118,0.013074,0.000758,0.009257,0.009676,0.000252,-0.001247,0.00101,0.012902,0.017227,0.015975,-0.030064,-0.004234,0.001061,0.005043,0.010059,-0.024606,-0.012119,0.0148,-0.015409,0.020709,-0.009119,-0.022845,-0.004721,0.010187,-0.00029,-0.005502,-0.000162,0.00975,0.012955
1.413945,-0.654337,0.290176,-0.701609,0.425696,0.819882,-0.223276,-0.331075,-0.257343,-0.6027,0.53796,0.243971,-0.46121,0.074204,0.041699,0.575942,0.196763,-0.190009,-0.269916,-0.054081,0.091331,-0.28943,0.042504,-0.169311,-0.213027,0.098697,-0.024371,-0.014926,0.004619,0.249076,-0.116807,-0.09167,0.105835,-0.067874,-0.113483,0.046794,0.031837,0.090124,-0.020652,-0.124803,0.045081,-0.029574,-0.037497,-0.108326,0.015085,0.127921,0.023916,-0.015424,0.060948,-0.078207,0.023414,-0.000962,-0.002378,0.025831,0.06983,-0.031247,0.037195,-0.057084,-0.039666,0.077439,-0.020229,-0.019141,-0.026014,0.006622,0.021451,-0.051734,0.002356,-0.020005,0.027719,-0.013676,-0.058332,-0.024805,0.02847,0.027788,-0.014506,-0.007235,0.036137,-0.024682,-0.024116,-0.008125,0.011488,0.046656,0.022234,-0.004329,-0.038093,0.038446,0.045485,0.032669,0.008399,-0.051131,0.021275,-0.041303,-0.041283,0.027936,0.001923,-0.011556,-0.045718,-0.020342,-0.038511,0.002238,0.015655,-0.00311,0.015866,0.014813,-0.007613,-0.027558,0.017989,-0.036353,0.010352,-0.013549,-0.012346,-0.043248,0.004721,0.009901,-0.008264,-0.006376,0.021148,-0.009281,-0.011894,-0.004193,0.005652,-0.018965,0.017648,-0.011088,-0.0045,-0.005183,-0.003468,-0.015421
-0.248086,0.201095,-0.045997,-0.141971,-0.25401,-0.431979,0.001968,-0.008721,-0.195996,0.138976,-0.150659,-0.110484,0.042651,0.09187,-0.045068,-0.100607,-0.256185,0.090914,0.055125,0.144473,-0.003631,-0.112532,-0.02934,-0.07248,0.006153,0.009076,-0.032629,-0.048271,-0.023616,-0.01921,-0.004401,-0.026571,0.002226,-0.038606,-0.009506,-0.008956,-0.028265,0.022123,-0.009466,0.005265,0.069869,-0.013726,-0.00561,-0.080899,-0.05934,-0.038562,-0.003035,0.009557,-0.019746,-0.003456,0.003994,-0.003658,0.009493,0.003525,0.002808,0.005219,-0.013145,0.014497,0.020005,0.006765,0.003647,-0.004414,0.004249,-0.010367,-0.01695,-0.001654,-0.00535,0.003248,-0.018469,0.026066,0.013736,0.018709,0.011518,0.023866,0.001094,-0.008315,-3e-06,-0.00749,0.005357,0.033002,-0.000705,-0.003536,-0.018766,0.004007,-0.008222,0.004753,0.012456,-0.014361,0.00256,0.012631,0.016106,-0.004138,0.002625,-0.000847,0.000952,0.007003,0.010194,-0.015407,-0.007032,0.002679,0.012246,-0.001391,-0.004248,0.020942,-0.001028,-0.010195,0.003887,-0.000979,-0.006862,0.007964,0.010282,-0.010811,0.014251,-0.011309,0.011224,0.003768,0.002212,-0.010607,0.01078,-0.007484,0.002212,0.003809,0.013108,-0.000414,-0.009706,0.010431,-0.006607,0.012811
-2.033626,-0.281338,-0.370971,-0.141328,0.797001,0.273753,-0.289765,-0.153437,0.185299,0.196165,-0.003289,-0.124095,0.251561,-0.023999,0.202839,0.00209,-0.17819,0.053714,0.168881,-0.004683,0.0153,0.057203,0.040783,0.142642,0.050364,0.070583,-0.018531,0.105018,-0.048461,0.046522,-0.076214,-0.023006,-0.010867,0.116833,0.028895,-0.164457,0.027639,0.014155,-0.042416,-0.061384,0.090692,0.042324,0.062434,-0.127517,0.04512,0.06219,0.103285,-0.084253,0.015381,0.067627,0.119621,0.029087,-0.126847,0.057737,-0.093857,-0.031386,0.048821,0.035094,0.098449,-0.025733,0.077045,0.078556,-0.087998,0.001502,-0.059327,0.105996,0.05047,0.062638,0.002872,-0.135746,0.086536,-0.040649,0.141578,-0.051443,-0.093959,-0.002466,0.091266,0.109457,0.035888,0.073309,-0.015439,-0.088425,0.070511,0.044932,-0.032623,-0.011641,0.162364,-0.001723,0.137591,0.02907,0.064643,0.102027,0.037996,0.059115,-0.108861,-0.043712,0.053553,-0.110223,0.114882,0.037082,-0.041611,-0.006892,0.126545,-0.041481,-0.063699,0.049537,-0.027172,-0.107555,0.011069,0.01801,0.056641,0.011332,-0.042762,0.035412,-0.021492,-0.016495,0.043642,-0.001213,-0.082517,-0.019764,0.000291,0.022169,0.019181,0.061984,-0.030732,-0.064604,-0.016928,-0.005661
-0.305784,-0.551566,1.185446,-0.188401,-0.492016,-0.595385,-0.393079,0.240032,-0.466276,0.14297,0.402969,-0.127449,0.223003,-0.057877,0.399977,0.152371,0.113016,0.087835,0.020145,-0.17991,0.043253,0.018644,0.177736,-0.008708,0.00326,-0.094241,-0.025024,0.116307,-0.131932,-0.016667,-0.033671,-0.052764,-0.063851,-0.039747,0.141138,0.00414,0.06519,-0.0515,0.021128,0.015939,-0.032803,0.00226,0.001675,-0.030519,0.08065,0.052244,-0.023089,-0.04318,0.029151,0.002667,0.060894,0.03622,0.021555,0.011245,0.017475,-0.029348,-0.004105,0.030716,-0.014341,-0.018716,0.01726,-0.04051,-0.024307,-0.018703,-0.030923,0.007277,0.001109,0.002405,-0.033505,-0.00202,-0.001422,-0.008104,-0.04166,0.005762,0.010535,0.006386,-0.038315,0.002493,-0.002955,-0.004415,0.002109,-0.003793,-0.012516,-0.0011,-0.008319,0.010802,0.01892,0.003213,0.005776,-0.020566,0.026798,0.01954,-0.002573,0.001673,0.008526,0.001384,0.00893,0.019621,-0.005614,-0.006966,-0.022848,0.004068,-0.00757,-0.014607,0.005859,0.006393,0.009275,-0.006559,0.002338,0.002724,0.001312,-0.01156,0.019668,0.00472,0.015455,-0.002444,0.013443,-0.000231,0.005692,-0.00857,-0.002259,-0.012618,2e-06,-0.019966,0.001448,-0.016645,-0.002901,-0.005702
0.417371,0.277374,0.105827,0.420374,0.183083,0.562242,0.123518,-0.120556,0.211683,-0.15371,-0.284759,0.221135,0.292332,-0.101646,0.127271,-0.051623,-0.11876,-0.06425,0.032754,0.088125,0.1059,0.033435,0.032256,0.002599,0.085878,0.117562,-0.015818,-0.043906,-0.064228,0.000537,0.011958,0.037894,0.004173,0.053959,0.017747,0.007844,-0.017152,0.008111,-0.112623,0.014642,0.03377,0.001127,-0.033751,-0.008222,0.014776,-0.069472,-0.013934,0.023452,-0.052847,0.010168,-0.008688,0.020708,0.037152,0.034004,-0.015662,0.037494,0.003374,0.034115,0.011726,-0.00319,0.020944,-0.004196,0.006742,0.012593,0.013993,-0.004206,-0.016484,0.027086,0.024146,-0.008779,0.029689,0.001362,0.012375,-0.01101,-0.029727,-0.003632,-0.001962,-0.023025,-0.021412,0.001844,-0.008076,0.013208,0.016132,-0.018117,-0.010603,0.001107,-0.014924,0.01068,0.019001,-0.019147,-0.005899,-0.010245,-0.002555,-0.00732,0.01542,-0.013366,-0.010869,0.000357,0.003119,-0.003842,0.026774,0.015397,-0.012104,-0.010244,0.000776,0.004634,-0.007152,0.005107,0.005454,-0.004838,-0.005144,-0.009542,-0.002486,0.008122,0.017655,-0.00256,0.012006,0.000784,-0.003768,-0.00087,0.004428,0.006889,-0.011182,-0.000428,-0.004595,0.00469,-0.006907,0.015649
-0.084483,0.055402,0.294069,-0.076292,-0.207999,-0.06225,0.014385,0.021017,-0.061561,0.128653,0.1535,-0.278015,0.202558,-0.025486,-0.045332,0.054037,-0.296981,0.152518,0.011685,0.047056,0.049923,0.054999,-0.07387,0.04022,-0.003925,-0.014717,-0.061596,0.045587,-0.062946,0.036676,-0.013477,-0.104481,0.046428,-0.030745,-0.0627,-0.014879,0.005223,0.082822,-0.03946,-0.014128,0.068804,-0.00943,-0.036802,-0.052725,0.022762,-0.045339,0.031097,0.003868,-0.02648,-0.010259,0.021379,0.007772,0.031655,0.015196,0.007031,-0.013417,-0.009364,-0.001784,1.3e-05,0.005684,-0.013461,0.028233,-0.010577,0.005652,-0.049548,0.008775,0.015481,0.009629,-0.012731,0.023877,-0.005716,-0.014851,0.003853,-0.007904,-0.019304,0.003699,-0.009569,-0.019747,0.041102,-0.020813,0.02226,0.020183,-0.001212,-0.007646,-0.012385,0.011421,-0.010576,-0.007255,0.004392,0.004234,-0.007037,0.002131,0.011558,0.002203,-0.000173,-0.013432,0.001925,0.003259,-0.004211,0.015571,-0.014994,0.00871,0.0071,-0.010975,-0.000732,0.012642,-0.004779,0.020219,-0.002801,-0.010682,-0.004392,0.009614,-0.007213,-0.000602,-0.014566,-0.008493,-0.003539,-0.009989,0.009234,0.00112,-0.013102,0.011315,0.000502,0.028862,-0.012187,-0.001734,-0.009402,0.001717
1.166528,0.176669,-0.701159,0.632729,-0.253694,0.013127,0.151655,0.155961,0.750873,-0.209769,0.06277,0.064944,-0.393112,0.149867,0.228665,0.166733,-0.138123,-0.031489,0.017399,-0.051697,0.00032,-0.053442,-0.094379,0.046033,0.115048,0.01104,0.068227,0.063263,0.012652,0.072995,0.07448,0.032824,-0.132399,0.042597,-0.038571,-0.018646,-0.008038,0.005624,-0.013104,-0.041689,-0.028322,0.082512,-0.014368,-0.075858,-0.050057,-0.036946,0.01024,0.036811,-0.054389,-0.01058,-0.000103,0.021913,0.040419,-0.013591,0.08064,-0.048553,0.005884,-0.017052,0.031999,0.010354,-0.017201,-0.007117,0.035842,-0.022141,0.005693,0.030112,-0.01739,0.003502,0.020639,-0.034153,0.000246,-0.041713,0.038857,-0.004551,-0.01544,0.019408,0.00623,0.007709,0.000497,-0.021449,0.010747,0.026709,0.018457,0.003299,-0.005459,-0.022439,-0.029712,0.022775,0.016201,-0.000956,0.012963,-0.030387,0.024408,0.025223,-0.001239,0.007813,-0.012184,-0.003995,-0.033654,-0.006347,-0.006071,-0.001504,-0.000234,-0.0061,-0.016258,-0.012752,-0.00414,-0.012981,0.001606,0.005613,0.004145,0.010227,0.009886,0.001377,-0.003486,0.016913,-0.024876,0.023256,-0.001004,0.003259,0.017946,0.000724,0.011885,0.005413,0.002456,-0.00818,-0.005211,-0.012146
-0.19373,0.306033,-1.06585,0.01793,-0.94673,-0.025608,0.564311,-0.282027,0.153896,-0.126935,-0.340719,-0.03016,-0.169141,0.102269,-0.192193,0.054058,0.055859,-0.097218,0.137515,0.127082,0.111204,-0.073243,-0.010771,0.166749,-0.103582,-0.012804,0.090087,0.039382,0.034579,-0.05154,-0.015134,0.024245,-0.044409,-0.039721,0.013761,0.040553,0.007285,-0.064264,-0.012789,-0.035619,-0.004792,-0.021045,0.004697,0.074947,-0.02737,-0.002654,-0.027597,-0.017826,-0.077602,-0.012745,-0.035158,-0.083369,0.032945,-0.009378,-0.015835,-0.011028,0.055157,0.000555,0.011835,-0.024794,-0.010685,-0.026473,0.008129,0.018344,0.007328,0.036008,0.014955,0.023406,-0.026719,-0.040956,-0.014307,-0.006942,-0.012187,0.021157,0.003407,0.022637,0.012512,0.008679,-0.007362,0.009384,-0.000149,-0.002491,0.026687,-0.006478,0.027149,-0.008877,0.017271,0.000343,-0.010678,0.026782,0.016861,-0.002991,0.004607,0.005337,-0.008411,-0.021694,0.006981,-0.0102,0.01596,-0.011673,-0.017948,0.013592,0.006325,0.002104,0.010931,-0.016878,-0.014694,0.024086,-0.01033,0.000184,-0.00605,-0.010399,0.011717,0.009474,0.018322,0.009696,-0.016265,0.008723,0.006516,-0.005172,0.002908,0.00112,-0.001947,-0.004076,-0.004854,-0.01849,-0.004827,-0.010873
0.156474,0.345029,0.136042,0.076363,-0.469456,-0.046814,-0.175468,-0.106102,-0.19982,-0.19146,-0.157696,-0.17065,-0.132922,-0.095649,-0.020246,0.109203,-0.039649,0.133632,0.046097,-0.005908,0.092973,-0.026849,0.166172,0.044219,0.117898,-0.055329,-0.048952,-0.007865,0.06972,-0.057133,-0.014493,0.028293,-0.036164,0.037134,0.074538,0.069683,-0.007857,0.002053,0.014837,-0.054869,0.050152,0.057055,-0.051014,0.016319,0.050143,0.005238,-0.021734,0.026732,0.009575,-0.033456,-0.048511,0.026561,-0.046635,0.018518,0.011738,-0.012269,-0.02554,-0.002819,0.045948,0.022763,0.01397,-0.04423,0.003577,0.006868,0.011875,0.036222,-0.019417,0.02136,0.015413,-0.053775,-0.014428,0.002587,0.012042,0.065404,-0.001177,0.004235,-0.009634,-0.024124,0.013378,0.010691,-0.005275,-0.063071,0.005433,-0.024459,-0.002758,0.009966,-0.008258,0.022043,0.004784,0.011164,-0.023887,0.031731,0.00744,0.028988,0.00246,0.017159,-0.013332,0.006178,0.002984,-0.015883,0.017264,0.019683,0.000162,0.007103,0.027145,-0.009536,-0.003961,0.001984,0.008253,0.011286,0.013726,0.019013,-0.020266,0.00238,0.004551,-0.012461,-0.015234,0.007965,0.015136,0.001049,-0.009127,0.027036,-0.006793,0.00457,0.000121,0.005804,0.001244,-0.003292
-1.961585,-0.204267,-0.534301,0.316456,0.152255,-0.189046,-0.031168,-0.043745,0.328294,0.062019,-0.038359,-0.108254,0.126671,-0.43559,0.103847,-0.221418,-0.075979,0.012036,-0.009633,0.037689,-0.016613,0.056402,0.018406,0.013626,0.080358,-0.039609,-0.013488,0.02255,0.056321,0.106937,-0.004094,-0.003146,0.129169,0.011832,0.084828,-0.03402,-0.005956,-0.053669,0.030503,0.079129,0.067277,-0.017999,0.046821,-0.0008,0.010315,-0.074618,0.024666,0.064352,-0.065057,-0.002301,-0.029133,-0.018784,0.026645,-0.018968,0.022659,0.000219,-0.015556,-0.018989,0.007007,-0.109474,0.027524,0.031649,-0.011932,0.028079,-0.035303,0.032258,-0.016495,0.015399,0.008172,0.009193,0.015568,-0.012934,-0.010544,-0.00039,0.003241,-0.017209,0.019314,0.046493,-0.01553,0.022013,-0.018097,0.055148,-0.016463,-0.026006,0.011838,-0.000712,-0.020034,0.003575,-0.011597,0.001746,0.00122,0.019376,0.023708,-0.01256,-0.000128,0.001913,-0.014647,0.015356,-0.008465,-0.020438,0.005529,-0.027971,0.005584,0.017273,-0.000757,-0.003455,-0.000637,-0.012396,0.008947,0.000269,0.018121,-0.005775,-0.005173,-0.005851,-0.016433,-0.012307,-0.002864,0.004527,0.007701,-0.002462,0.008601,-0.004252,0.007119,-0.015664,0.003477,0.01502,0.006306,-0.006696
-0.977478,0.067544,-0.257012,0.215907,-0.434501,-0.179196,-0.026387,0.069623,-0.37604,0.040738,-0.048824,0.086769,0.180752,0.254242,-0.029953,-0.011636,-0.252148,-0.095894,-0.101258,-0.060703,-0.160179,0.001514,-0.066718,0.030335,0.01596,0.010292,0.011494,0.068065,0.008501,0.025769,-0.054217,-0.025176,0.127532,0.043817,-0.044335,0.046454,-0.044209,-0.148176,0.012671,-0.03423,-0.016136,0.036915,0.063502,-0.01885,-0.010672,-0.045535,0.026209,0.025764,-0.011744,0.011902,-0.011293,0.019791,-0.050253,0.000495,0.01365,0.016647,0.011353,-0.01356,-0.027176,0.028343,0.007694,0.001823,0.007143,0.05521,-0.001603,-0.009893,-0.014875,0.035784,0.017046,-0.033422,0.016301,-0.009758,0.008664,-0.034961,-0.020949,-0.020315,0.017257,0.031451,0.009154,0.000964,-0.015248,0.005954,-0.022008,-0.016834,0.013617,-0.005807,0.011231,0.007431,-0.002683,0.003258,0.017407,-0.013925,0.019278,-0.000866,0.005953,-0.020009,-0.011765,-0.001162,-0.007126,0.01028,-0.018729,-0.017936,0.02124,-0.006482,-0.000757,0.007181,0.005065,-0.011507,-0.0109,0.013172,-0.016162,-0.003735,0.003846,-0.013314,-0.012855,-0.008639,-0.009851,0.005448,0.009238,0.016356,-0.001929,-0.00932,0.003404,0.000994,0.008051,0.004635,0.01091,0.018341
-1.852994,-0.545161,0.21769,0.19285,-0.144312,-0.25842,-0.097589,-0.18049,-0.312245,0.172533,-0.327873,0.494562,0.13247,-0.067872,-0.164887,0.320026,0.155132,-0.228019,-0.009608,-0.002417,-0.103805,-0.158264,0.012054,0.159718,-0.078962,-0.166846,-0.062685,-0.203462,0.056292,-0.145646,-0.006656,0.053633,0.047632,0.079523,-0.063177,0.024204,-0.077533,0.048613,0.058984,-0.053304,0.010903,-0.057049,-0.09947,0.053349,-0.024269,0.000622,-0.049172,-0.028716,0.002061,0.024994,-0.027786,-0.001442,0.003891,-0.002492,0.016663,0.087147,0.018533,0.016002,0.028281,0.018479,0.00796,-0.008722,-0.018225,0.006501,0.031935,0.022456,0.031499,-0.008917,-0.022611,0.001899,-0.024822,0.023973,0.024765,-0.03028,0.021144,-0.001592,0.01283,-0.000315,0.048786,-0.018545,0.004165,-0.00859,0.016498,-0.01226,-0.012005,-0.0272,-0.026975,0.004244,0.017665,0.003086,-0.00298,0.007923,0.004706,-0.024205,-0.020338,-0.002621,3e-05,-0.019152,-0.020614,-0.006047,0.007415,0.006976,0.003901,0.007179,-0.006536,0.006169,0.007013,0.017222,-0.01374,0.001167,-0.0019,0.013705,0.010137,-6.5e-05,0.007022,0.016194,0.015721,0.002528,0.005578,-0.012242,-0.01082,-0.001084,-0.010414,0.013321,0.001621,-0.007472,-0.005142,-0.01178
-0.228443,0.472619,-0.167357,0.070498,-0.23047,-0.379217,0.267847,-0.006981,-0.287944,0.138055,-0.244268,-0.165466,0.065617,-0.051913,-0.001601,-0.150751,-0.14569,0.03959,-0.024197,0.105879,-0.123509,-0.060788,0.039831,-0.040265,-0.048961,-0.006027,-0.033243,0.046397,-0.067072,-0.029189,0.010595,-0.100931,0.004287,-0.038214,-0.03864,-0.005595,0.022428,0.088181,-0.010382,0.012524,0.097279,-0.021872,-0.060752,-0.08008,-0.027657,0.043552,0.072527,-0.008426,0.003359,-0.02804,0.016221,-0.005403,0.067026,0.023162,-0.003802,-0.022749,-0.017289,0.030761,0.033651,-0.017524,-0.038041,0.029539,-0.026162,0.019124,-0.035959,-0.005288,-0.051417,-0.016243,-0.002719,0.019929,0.018944,0.033277,-0.004761,-0.003622,-0.006267,-0.001268,0.021125,-0.002224,0.015026,0.008943,-0.013196,-0.01227,-0.01145,-0.003221,0.014197,0.03251,-0.012962,0.016696,-0.006398,-0.012007,-0.023958,0.01367,-0.017,0.008862,-0.014615,0.004632,0.002981,-0.015507,-0.007435,0.008794,0.008389,0.000891,0.00022,-0.00077,-0.003545,-0.022852,0.002988,0.009264,0.015842,0.007861,0.006725,-0.015846,-0.011461,-0.005789,0.002701,0.003131,-0.002965,0.002364,-0.014447,0.008561,0.010544,0.004742,0.006778,0.001666,0.004351,0.010943,0.002715,-0.005107
0.596264,0.338899,0.06962,-0.197976,-0.187743,0.004975,-0.072174,-0.034603,-0.140383,0.067968,-0.051719,-0.151855,0.099257,0.115225,0.117966,-0.109764,-0.121754,0.107441,0.196159,0.040518,-0.005989,-0.022984,0.041109,-0.01535,0.056473,-0.05018,-0.050081,0.001558,0.049644,-0.044648,0.044858,-0.024379,-0.017267,0.025397,-0.026498,0.016481,-0.059681,0.04093,-0.051195,0.007154,0.001473,0.00043,0.002025,-0.003102,0.066648,0.010977,0.020731,0.042471,0.014569,-0.023373,0.002072,0.012738,0.020149,0.000771,0.004135,0.01078,0.007197,0.031576,-0.002182,-0.014054,-0.011345,0.005875,0.020797,-0.00383,0.028663,0.033705,-0.016357,-0.002818,0.034196,0.005393,0.004326,0.026649,-0.006334,0.019095,-0.008398,-0.015178,-0.003258,0.019099,0.027613,-0.017108,0.010851,-0.019489,-0.010486,-0.007025,-0.003818,0.012224,-0.003551,0.015675,-0.004214,0.006467,0.012897,-0.001902,0.022252,-0.001094,-0.01244,-0.001502,0.005888,0.003106,-0.017622,0.010834,0.001253,-0.018344,-0.003228,-0.004717,7.8e-05,-0.004054,0.003303,0.007498,-0.000635,0.002344,-0.006824,-0.001763,-0.005704,0.012684,-0.015886,-0.002477,-0.003386,-0.004971,0.006005,-0.001716,-0.015374,0.00612,0.009571,0.009076,0.008553,-0.005709,-0.003711,0.004826
